        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , MVDDQ Power Draw [W] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 6-Pin #1 Power [W] , 6-Pin #1 Voltage [V] , 8-Pin #1 Power [W] , 8-Pin #1 Voltage [V] , USB-C Power Draw [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2023-06-06 16:32:44 ,        2010.0   ,           1975.3   ,               61.7   ,        73.3   ,              92   ,                2939   ,           5324   ,         59   ,                       13   ,                   0   ,                    4   ,              119.2   ,                  97.7   ,                4.9   ,                5.8   ,              32.6   ,                12.0   ,              0.0   ,               12.0   ,             86.2   ,               12.0   ,                0.0   ,                        62.7   ,               4   ,        1.0370   ,               77.0   ,                 14370   ,
2023-06-06 16:32:45 ,        2010.0   ,           1975.3   ,               61.3   ,        72.8   ,              92   ,                2939   ,           5324   ,         58   ,                       13   ,                   0   ,                    4   ,              119.6   ,                  98.1   ,                4.9   ,                5.8   ,              32.7   ,                12.0   ,              0.0   ,               12.0   ,             86.6   ,               12.0   ,                0.0   ,                        63.0   ,               4   ,        1.0370   ,               79.0   ,                 14374   ,
2023-06-06 16:32:46 ,        2010.0   ,           1975.3   ,               61.6   ,        73.0   ,              92   ,                2948   ,           5324   ,         57   ,                       13   ,                   0   ,                    4   ,              122.6   ,                 101.1   ,                4.8   ,                5.6   ,              33.3   ,                12.0   ,              0.0   ,               12.0   ,             89.0   ,               12.0   ,                0.0   ,                        64.5   ,               4   ,        1.0370   ,               80.0   ,                 14374   ,
2023-06-06 16:32:47 ,        2010.0   ,           1975.3   ,               61.6   ,        73.1   ,              92   ,                2939   ,           5323   ,         57   ,                       13   ,                   0   ,                    4   ,              118.9   ,                  97.5   ,                4.7   ,                5.5   ,              32.6   ,                12.0   ,              0.0   ,               12.0   ,             85.9   ,               12.0   ,                0.0   ,                        62.6   ,               4   ,        1.0370   ,               82.0   ,                 14372   ,
2023-06-06 16:32:48 ,        2010.0   ,           1975.3   ,               61.3   ,        73.0   ,              92   ,                2948   ,           5323   ,         59   ,                       13   ,                   0   ,                    4   ,              121.1   ,                  99.6   ,                4.7   ,                5.5   ,              33.0   ,                12.0   ,              0.0   ,               12.0   ,             87.7   ,               12.0   ,                0.0   ,                        63.7   ,               4   ,        1.0370   ,               77.0   ,                 14370   ,
2023-06-06 16:32:49 ,        2010.0   ,           1975.3   ,               61.6   ,        73.0   ,              92   ,                2939   ,           5323   ,         59   ,                       13   ,                   0   ,                    4   ,              122.2   ,                 100.7   ,                4.8   ,                5.6   ,              33.2   ,                12.0   ,              0.0   ,               12.0   ,             88.6   ,               12.0   ,                0.0   ,                        64.3   ,               4   ,        1.0370   ,               76.0   ,                 14365   ,
2023-06-06 16:32:50 ,        2010.0   ,           1975.3   ,               61.3   ,        73.0   ,              92   ,                2956   ,           5323   ,         60   ,                       14   ,                   0   ,                    4   ,              120.3   ,                  98.8   ,                4.8   ,                5.6   ,              32.8   ,                12.0   ,              0.0   ,               12.0   ,             87.0   ,               12.0   ,                0.0   ,                        63.3   ,               4   ,        1.0370   ,               77.0   ,                 14364   ,
2023-06-06 16:32:51 ,        2010.0   ,           1975.3   ,               61.7   ,        73.3   ,              92   ,                2939   ,           5323   ,         60   ,                       14   ,                   0   ,                    4   ,              121.7   ,                 100.1   ,                4.8   ,                5.6   ,              33.1   ,                12.0   ,              0.0   ,               12.0   ,             88.2   ,               12.0   ,                0.0   ,                        64.0   ,               4   ,        1.0370   ,               78.0   ,                 14362   ,
2023-06-06 16:32:52 ,        2010.0   ,           1975.3   ,               61.1   ,        72.6   ,              92   ,                2931   ,           5324   ,         60   ,                       14   ,                   0   ,                    4   ,              120.8   ,                  99.2   ,                4.9   ,                5.9   ,              32.9   ,                12.0   ,              0.0   ,               12.0   ,             87.5   ,               12.0   ,                0.0   ,                        63.6   ,               4   ,        1.0370   ,               75.0   ,                 14365   ,
2023-06-06 16:32:53 ,        2010.0   ,           1975.3   ,               61.3   ,        72.9   ,              92   ,                2939   ,           5325   ,         59   ,                       14   ,                   0   ,                    4   ,              120.6   ,                  99.1   ,                4.8   ,                5.7   ,              32.9   ,                12.0   ,              0.0   ,               12.0   ,             87.3   ,               12.0   ,                0.0   ,                        63.5   ,               4   ,        1.0370   ,               76.0   ,                 14365   ,
2023-06-06 16:32:54 ,        2010.0   ,           1975.3   ,               61.5   ,        72.9   ,              92   ,                2947   ,           5324   ,         59   ,                       14   ,                   0   ,                    4   ,              119.6   ,                  98.1   ,                4.9   ,                5.8   ,              32.7   ,                12.0   ,              0.0   ,               12.0   ,             86.6   ,               12.0   ,                0.0   ,                        63.0   ,               4   ,        1.0370   ,               77.0   ,                 14364   ,
2023-06-06 16:32:55 ,        2010.0   ,           1975.3   ,               61.3   ,        72.7   ,              92   ,                2939   ,           5324   ,         60   ,                       14   ,                   0   ,                    4   ,              118.1   ,                  96.8   ,                4.9   ,                5.8   ,              32.3   ,                12.0   ,              0.0   ,               12.0   ,             85.5   ,               12.0   ,                0.0   ,                        62.2   ,               4   ,        1.0370   ,               81.0   ,                 14365   ,
2023-06-06 16:32:56 ,        2010.0   ,           1975.3   ,               61.2   ,        72.8   ,              92   ,                2939   ,           5324   ,         59   ,                       13   ,                   0   ,                    4   ,              123.3   ,                 101.8   ,                4.7   ,                5.5   ,              33.4   ,                12.0   ,              0.0   ,               12.0   ,             89.6   ,               12.0   ,                0.0   ,                        64.9   ,               4   ,        1.0370   ,               79.0   ,                 14369   ,
2023-06-06 16:32:57 ,        2010.0   ,           1975.3   ,               60.9   ,        72.4   ,              92   ,                2948   ,           5333   ,         59   ,                       13   ,                   0   ,                    4   ,              122.0   ,                 100.4   ,                4.7   ,                5.5   ,              33.2   ,                12.0   ,              0.0   ,               12.0   ,             88.4   ,               12.0   ,                0.0   ,                        64.2   ,               4   ,        1.0370   ,               75.0   ,                 14366   ,
2023-06-06 16:32:58 ,        2010.0   ,           1975.3   ,               61.3   ,        72.9   ,              92   ,                2939   ,           5332   ,         56   ,                       13   ,                   0   ,                    4   ,              124.5   ,                 102.8   ,                4.8   ,                5.6   ,              33.7   ,                12.0   ,              0.0   ,               12.0   ,             90.4   ,               12.0   ,                0.0   ,                        65.5   ,               4   ,        1.0370   ,               78.0   ,                 14368   ,
2023-06-06 16:32:59 ,        2010.0   ,           1975.3   ,               59.5   ,        71.7   ,              92   ,                2948   ,           5346   ,         61   ,                       14   ,                   0   ,                    4   ,               55.2   ,                  35.4   ,                5.9   ,                7.9   ,              19.4   ,                12.1   ,              0.0   ,               12.0   ,             68.9   ,               12.0   ,                0.0   ,                        51.3   ,               4   ,        1.0370   ,               76.0   ,                 14372   ,
2023-06-06 16:33:00 ,        2010.0   ,           1975.3   ,               61.0   ,        72.8   ,              92   ,                2939   ,           5338   ,         46   ,                       11   ,                   0   ,                    3   ,              122.9   ,                 101.3   ,                4.8   ,                5.7   ,              33.4   ,                12.0   ,              0.0   ,               12.0   ,             89.2   ,               12.0   ,                0.0   ,                        64.7   ,               4   ,        1.0370   ,               81.0   ,                 14376   ,
2023-06-06 16:33:01 ,        2010.0   ,           1975.3   ,               61.1   ,        72.8   ,              91   ,                2922   ,           5340   ,         56   ,                       13   ,                   0   ,                    4   ,              124.8   ,                 103.1   ,                4.7   ,                5.4   ,              33.8   ,                12.0   ,              0.0   ,               12.0   ,             90.6   ,               12.0   ,                0.0   ,                        65.7   ,               4   ,        1.0370   ,               77.0   ,                 14378   ,
2023-06-06 16:33:02 ,        2010.0   ,           1975.3   ,               61.3   ,        73.0   ,              92   ,                2922   ,           5340   ,         61   ,                       14   ,                   0   ,                    4   ,              123.0   ,                 101.2   ,                4.8   ,                5.7   ,              33.4   ,                12.0   ,              0.0   ,               12.0   ,             89.2   ,               12.0   ,                0.0   ,                        64.7   ,               4   ,        1.0370   ,               79.0   ,                 14379   ,
2023-06-06 16:33:03 ,        2010.0   ,           1975.3   ,               61.6   ,        73.2   ,              92   ,                2956   ,           5340   ,         62   ,                       14   ,                   0   ,                    4   ,              123.0   ,                 101.2   ,                4.9   ,                5.8   ,              33.5   ,                12.0   ,              0.0   ,               12.0   ,             89.2   ,               12.0   ,                0.0   ,                        64.7   ,               4   ,        1.0370   ,               76.0   ,                 14380   ,
2023-06-06 16:33:04 ,        2010.0   ,           1975.3   ,               61.3   ,        72.8   ,              91   ,                2931   ,           5328   ,         62   ,                       14   ,                   0   ,                    4   ,              124.0   ,                 102.4   ,                4.7   ,                5.4   ,              33.7   ,                12.0   ,              0.0   ,               12.0   ,             89.9   ,               12.0   ,                0.0   ,                        65.3   ,               4   ,        1.0370   ,               76.0   ,                 14380   ,
2023-06-06 16:33:05 ,        2010.0   ,           1975.3   ,               61.2   ,        72.8   ,              91   ,                2906   ,           5322   ,         59   ,                       13   ,                   0   ,                    4   ,              122.5   ,                 101.1   ,                4.6   ,                5.2   ,              33.3   ,                12.0   ,              0.0   ,               12.0   ,             88.8   ,               12.0   ,                0.0   ,                        64.5   ,               4   ,        1.0370   ,               76.0   ,                 14349   ,
2023-06-06 16:33:06 ,        2010.0   ,           1975.3   ,               65.2   ,        77.4   ,              93   ,                2956   ,           5602   ,         57   ,                       13   ,                   0   ,                    4   ,              183.5   ,                 160.0   ,                3.9   ,                3.9   ,              45.9   ,                11.9   ,              0.0   ,               11.9   ,            137.2   ,               11.9   ,                0.0   ,                        96.6   ,               4   ,        1.0370   ,               76.0   ,                 14358   ,
2023-06-06 16:33:07 ,        2010.0   ,           1975.3   ,               65.7   ,        77.9   ,              94   ,                3017   ,           5583   ,         94   ,                       21   ,                   0   ,                    3   ,              186.8   ,                 163.0   ,                3.9   ,                3.9   ,              46.8   ,                11.9   ,              0.0   ,               11.9   ,            139.7   ,               11.9   ,                0.0   ,                        98.3   ,               5   ,        1.0370   ,               77.0   ,                 14380   ,
2023-06-06 16:33:08 ,        2010.0   ,           1975.3   ,               66.0   ,        78.7   ,              95   ,                3035   ,           5565   ,         96   ,                       23   ,                   0   ,                    4   ,              188.4   ,                 164.7   ,                3.8   ,                3.7   ,              47.0   ,                11.9   ,              0.0   ,               11.9   ,            141.0   ,               11.9   ,                0.0   ,                        99.2   ,               4   ,        1.0370   ,               75.0   ,                 14386   ,
2023-06-06 16:33:09 ,        2010.0   ,           1975.3   ,               66.7   ,        79.2   ,              95   ,                3044   ,           5566   ,        100   ,                       25   ,                   0   ,                    4   ,              190.1   ,                 166.3   ,                3.8   ,                3.8   ,              47.4   ,                11.9   ,              0.0   ,               11.9   ,            140.0   ,               11.9   ,                0.0   ,                        98.5   ,               5   ,        1.0370   ,               78.0   ,                 14385   ,
2023-06-06 16:33:10 ,        1995.0   ,           1975.3   ,               66.8   ,        79.3   ,              95   ,                3035   ,           5565   ,        100   ,                       25   ,                   0   ,                    4   ,              184.1   ,                 160.5   ,                3.8   ,                3.7   ,              46.3   ,                11.9   ,              0.0   ,               11.9   ,            137.5   ,               11.9   ,                0.0   ,                        96.9   ,               4   ,        1.0310   ,               80.0   ,                 14386   ,
2023-06-06 16:33:11 ,        1995.0   ,           1975.3   ,               66.8   ,        79.3   ,              95   ,                3035   ,           5566   ,        100   ,                       25   ,                   0   ,                    4   ,              185.0   ,                 161.4   ,                3.8   ,                3.7   ,              46.4   ,                11.9   ,              0.0   ,               11.9   ,            138.3   ,               11.9   ,                0.0   ,                        97.4   ,               4   ,        1.0310   ,               81.0   ,                 14387   ,
2023-06-06 16:33:12 ,        1995.0   ,           1975.3   ,               67.3   ,        79.9   ,              95   ,                3044   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              187.5   ,                 163.6   ,                4.0   ,                4.0   ,              46.9   ,                11.9   ,              0.0   ,               11.9   ,            140.3   ,               11.9   ,                0.0   ,                        98.7   ,               5   ,        1.0310   ,               79.0   ,                 14389   ,
2023-06-06 16:33:13 ,        1995.0   ,           1975.3   ,               67.5   ,        80.0   ,              95   ,                3044   ,           5566   ,        100   ,                       25   ,                   0   ,                    4   ,              185.1   ,                 161.4   ,                3.9   ,                3.8   ,              46.4   ,                11.9   ,              0.0   ,               11.9   ,            138.3   ,               11.9   ,                0.0   ,                        97.4   ,               4   ,        1.0310   ,               80.0   ,                 14405   ,
2023-06-06 16:33:14 ,        1995.0   ,           1975.3   ,               67.5   ,        80.1   ,              95   ,                3053   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              186.0   ,                 162.2   ,                4.0   ,                4.1   ,              46.5   ,                11.9   ,              0.0   ,               11.9   ,            139.1   ,               11.9   ,                0.0   ,                        97.9   ,               5   ,        1.0310   ,               77.0   ,                 14409   ,
2023-06-06 16:33:15 ,        1995.0   ,           1975.3   ,               67.8   ,        80.5   ,              95   ,                3053   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              186.0   ,                 162.4   ,                3.8   ,                3.7   ,              46.6   ,                11.9   ,              0.0   ,               11.9   ,            139.1   ,               11.9   ,                0.0   ,                        97.9   ,               5   ,        1.0310   ,               77.0   ,                 14406   ,
2023-06-06 16:33:16 ,        1995.0   ,           1975.3   ,               68.0   ,        80.8   ,              95   ,                3035   ,           5567   ,        100   ,                       25   ,                   0   ,                    4   ,              187.2   ,                 163.3   ,                4.0   ,                4.2   ,              46.8   ,                11.9   ,              0.0   ,               11.9   ,            140.1   ,               11.9   ,                0.0   ,                        98.5   ,               5   ,        1.0310   ,               82.0   ,                 14408   ,
2023-06-06 16:33:17 ,        1995.0   ,           1975.3   ,               68.4   ,        81.2   ,              96   ,                3054   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              187.9   ,                 164.0   ,                4.1   ,                4.2   ,              46.9   ,                11.9   ,              0.0   ,               11.9   ,            140.7   ,               11.9   ,                0.0   ,                        98.9   ,               5   ,        1.0310   ,               80.0   ,                 14398   ,
2023-06-06 16:33:18 ,        1995.0   ,           1975.3   ,               68.5   ,        81.3   ,              96   ,                3081   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              186.1   ,                 162.0   ,                4.1   ,                4.4   ,              46.6   ,                11.9   ,              0.0   ,               11.9   ,            139.1   ,               11.9   ,                0.0   ,                        97.9   ,               5   ,        1.0310   ,               79.0   ,                 14399   ,
2023-06-06 16:33:19 ,        1995.0   ,           1975.3   ,               68.6   ,        81.4   ,              96   ,                3072   ,           5565   ,        100   ,                       24   ,                   0   ,                    4   ,              185.2   ,                 161.1   ,                4.2   ,                4.4   ,              46.4   ,                11.9   ,              0.0   ,               11.9   ,            138.4   ,               11.9   ,                0.0   ,                        97.5   ,               5   ,        1.0310   ,               79.0   ,                 14397   ,
2023-06-06 16:33:20 ,        1995.0   ,           1975.3   ,               68.8   ,        81.8   ,              96   ,                3072   ,           5565   ,        100   ,                       24   ,                   0   ,                    4   ,              185.7   ,                 161.7   ,                4.1   ,                4.2   ,              46.5   ,                11.9   ,              0.0   ,               11.9   ,            138.8   ,               11.9   ,                0.0   ,                        97.7   ,               5   ,        1.0310   ,               78.0   ,                 14394   ,
2023-06-06 16:33:21 ,        1995.0   ,           1975.3   ,               68.9   ,        81.8   ,              96   ,                3063   ,           5565   ,        100   ,                       24   ,                   0   ,                    4   ,              187.1   ,                 163.0   ,                4.1   ,                4.4   ,              46.9   ,                11.9   ,              0.0   ,               11.9   ,            139.9   ,               11.9   ,                0.0   ,                        98.5   ,               5   ,        1.0310   ,               80.0   ,                 14392   ,
2023-06-06 16:33:22 ,        1995.0   ,           1975.3   ,               69.0   ,        81.9   ,              96   ,                3063   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              188.5   ,                 164.4   ,                4.1   ,                4.4   ,              47.0   ,                11.9   ,              0.0   ,               11.9   ,            141.1   ,               11.9   ,                0.0   ,                        99.2   ,               5   ,        1.0310   ,               80.0   ,                 14393   ,
2023-06-06 16:33:23 ,        1995.0   ,           1975.3   ,               69.2   ,        82.1   ,              96   ,                3072   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              184.7   ,                 160.8   ,                4.0   ,                4.1   ,              46.4   ,                11.9   ,              0.0   ,               11.9   ,            138.0   ,               11.9   ,                0.0   ,                        97.2   ,               4   ,        1.0310   ,               77.0   ,                 14391   ,
2023-06-06 16:33:24 ,        1995.0   ,           1975.3   ,               69.3   ,        82.3   ,              96   ,                3063   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              186.6   ,                 162.5   ,                4.1   ,                4.3   ,              46.7   ,                11.9   ,              0.0   ,               11.9   ,            139.6   ,               11.9   ,                0.0   ,                        98.2   ,               5   ,        1.0310   ,               79.0   ,                 14390   ,
2023-06-06 16:33:25 ,        1995.0   ,           1975.3   ,               69.5   ,        82.4   ,              96   ,                3072   ,           5567   ,         99   ,                       24   ,                   0   ,                    4   ,              185.4   ,                 161.2   ,                4.2   ,                4.4   ,              46.5   ,                11.9   ,              0.0   ,               11.9   ,            140.8   ,               11.9   ,                0.0   ,                        99.0   ,               5   ,        1.0310   ,               76.0   ,                 14385   ,
2023-06-06 16:33:26 ,        1995.0   ,           1975.3   ,               69.6   ,        82.7   ,              96   ,                3063   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              186.9   ,                 162.7   ,                4.2   ,                4.4   ,              46.8   ,                11.9   ,              0.0   ,               11.9   ,            139.7   ,               11.9   ,                0.0   ,                        98.3   ,               5   ,        1.0310   ,               77.0   ,                 14388   ,
2023-06-06 16:33:27 ,        1995.0   ,           1975.3   ,               69.8   ,        82.7   ,              96   ,                3082   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              188.2   ,                 163.9   ,                4.2   ,                4.5   ,              47.0   ,                11.9   ,              0.0   ,               11.9   ,            140.8   ,               11.9   ,                0.0   ,                        99.0   ,               5   ,        1.0310   ,               78.0   ,                 14390   ,
2023-06-06 16:33:28 ,        1995.0   ,           1975.3   ,               69.8   ,        83.0   ,              96   ,                3081   ,           5565   ,        100   ,                       24   ,                   0   ,                    4   ,              188.7   ,                 164.7   ,                4.1   ,                4.3   ,              47.0   ,                11.9   ,              0.0   ,               11.9   ,            141.3   ,               11.9   ,                0.0   ,                        99.3   ,               5   ,        1.0310   ,               77.0   ,                 14390   ,
2023-06-06 16:33:29 ,        1995.0   ,           1975.3   ,               69.8   ,        82.8   ,              96   ,                3063   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              185.1   ,                 161.1   ,                4.0   ,                4.2   ,              46.5   ,                11.9   ,              0.0   ,               11.9   ,            138.2   ,               11.9   ,                0.0   ,                        97.4   ,               5   ,        1.0310   ,               80.0   ,                 14391   ,
2023-06-06 16:33:30 ,        1995.0   ,           1975.3   ,               69.9   ,        83.0   ,              96   ,                3082   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              188.4   ,                 164.1   ,                4.1   ,                4.4   ,              47.1   ,                11.9   ,              0.0   ,               11.9   ,            140.9   ,               11.9   ,                0.0   ,                        99.2   ,               5   ,        1.0310   ,               77.0   ,                 14393   ,
2023-06-06 16:33:31 ,        1995.0   ,           1975.3   ,               70.3   ,        83.5   ,              97   ,                3082   ,           5565   ,        100   ,                       24   ,                   0   ,                    4   ,              189.5   ,                 165.1   ,                4.5   ,                5.0   ,              47.2   ,                11.9   ,              0.0   ,               11.9   ,            142.0   ,               11.9   ,                0.0   ,                        99.7   ,               5   ,        1.0310   ,               85.0   ,                 14413   ,
2023-06-06 16:33:32 ,        1995.0   ,           1975.3   ,               70.4   ,        83.5   ,              97   ,                3110   ,           5565   ,        100   ,                       24   ,                   0   ,                    4   ,              189.8   ,                 165.5   ,                4.3   ,                4.7   ,              47.3   ,                11.9   ,              0.0   ,               11.9   ,            142.2   ,               11.9   ,                0.0   ,                        99.9   ,               5   ,        1.0310   ,               76.0   ,                 14397   ,
2023-06-06 16:33:33 ,        1995.0   ,           1975.3   ,               70.7   ,        83.8   ,              97   ,                3100   ,           5567   ,        100   ,                       24   ,                   0   ,                    4   ,              190.1   ,                 164.2   ,                4.3   ,                4.7   ,              47.0   ,                11.9   ,              0.0   ,               11.9   ,            141.1   ,               11.9   ,                0.0   ,                        99.2   ,               5   ,        1.0310   ,               77.0   ,                 14396   ,
2023-06-06 16:33:34 ,        1995.0   ,           1975.3   ,               70.6   ,        83.9   ,              97   ,                3110   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              189.4   ,                 165.2   ,                4.2   ,                4.5   ,              47.2   ,                11.9   ,              0.0   ,               11.9   ,            141.9   ,               11.9   ,                0.0   ,                        99.7   ,               5   ,        1.0310   ,               78.0   ,                 14403   ,
2023-06-06 16:33:35 ,        1995.0   ,           1975.3   ,               70.8   ,        84.1   ,              97   ,                3101   ,           5564   ,        100   ,                       24   ,                   0   ,                    4   ,              188.6   ,                 164.3   ,                4.3   ,                4.7   ,              47.0   ,                11.9   ,              0.0   ,               11.9   ,            141.2   ,               11.9   ,                0.0   ,                        99.2   ,               5   ,        1.0310   ,               77.0   ,                 14391   ,
2023-06-06 16:33:36 ,        1995.0   ,           1975.3   ,               70.8   ,        84.1   ,              97   ,                3100   ,           5564   ,        100   ,                       24   ,                   0   ,                    4   ,              187.6   ,                 163.4   ,                4.2   ,                4.5   ,              46.9   ,                11.9   ,              0.0   ,               11.9   ,            140.4   ,               11.9   ,                0.0   ,                        98.7   ,               5   ,        1.0310   ,               83.0   ,                 14391   ,
2023-06-06 16:33:37 ,        1995.0   ,           1975.3   ,               70.8   ,        84.0   ,              97   ,                3110   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              187.4   ,                 163.2   ,                4.2   ,                4.6   ,              46.9   ,                11.9   ,              0.0   ,               11.9   ,            140.2   ,               11.9   ,                0.0   ,                        98.7   ,               5   ,        1.0310   ,               79.0   ,                 14382   ,
2023-06-06 16:33:38 ,        1995.0   ,           1975.3   ,               71.1   ,        84.6   ,              97   ,                3101   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              188.0   ,                 163.7   ,                4.3   ,                4.7   ,              47.0   ,                11.9   ,              0.0   ,               11.9   ,            140.7   ,               11.9   ,                0.0   ,                        99.0   ,               5   ,        1.0310   ,               79.0   ,                 14383   ,
2023-06-06 16:33:39 ,        1995.0   ,           1975.3   ,               71.1   ,        84.7   ,              97   ,                3110   ,           5566   ,        100   ,                       24   ,                   0   ,                    4   ,              188.6   ,                 164.3   ,                4.2   ,                4.6   ,              47.1   ,                11.9   ,              0.0   ,               11.9   ,            141.1   ,               11.9   ,                0.0   ,                        99.3   ,               5   ,        1.0310   ,               77.0   ,                 14380   ,
2023-06-06 16:33:40 ,        1995.0   ,           1975.3   ,               71.4   ,        84.9   ,              97   ,                3110   ,           5565   ,        100   ,                       25   ,                   0   ,                    4   ,              188.8   ,                 164.5   ,                4.2   ,                4.6   ,              47.2   ,                11.9   ,              0.0   ,               11.9   ,            141.3   ,               11.9   ,                0.0   ,                        99.4   ,               5   ,        1.0310   ,               76.0   ,                 14378   ,
2023-06-06 16:33:41 ,        1995.0   ,           1975.3   ,               71.4   ,        85.0   ,              97   ,                3101   ,           5564   ,        100   ,                       25   ,                   0   ,                    4   ,              188.0   ,                 163.7   ,                4.3   ,                4.7   ,              46.9   ,                11.9   ,              0.0   ,               11.9   ,            140.7   ,               11.9   ,                0.0   ,                        98.9   ,               5   ,        1.0310   ,               84.0   ,                 14377   ,
2023-06-06 16:33:42 ,        1995.0   ,           1975.3   ,               71.7   ,        85.5   ,              97   ,                3101   ,           5564   ,        100   ,                       24   ,                   0   ,                    4   ,              191.0   ,                 166.6   ,                4.4   ,                4.8   ,              47.5   ,                11.9   ,              0.0   ,               11.9   ,            143.2   ,               11.9   ,                0.0   ,                       100.5   ,               5   ,        1.0310   ,               76.0   ,                 14378   ,
2023-06-06 16:33:43 ,        1995.0   ,           1975.3   ,               71.6   ,        85.6   ,              97   ,                3110   ,           5564   ,        100   ,                       25   ,                   0   ,                    4   ,              189.3   ,                 164.7   ,                4.5   ,                5.1   ,              47.2   ,                11.9   ,              0.0   ,               11.9   ,            141.7   ,               11.9   ,                0.0   ,                        99.6   ,               5   ,        1.0310   ,               77.0   ,                 14376   ,
2023-06-06 16:33:44 ,        1995.0   ,           1975.3   ,               71.9   ,        85.7   ,              97   ,                3110   ,           5562   ,        100   ,                       24   ,                   0   ,                    4   ,              187.8   ,                 163.4   ,                4.4   ,                5.0   ,              46.9   ,                11.9   ,              0.0   ,               11.9   ,            140.5   ,               11.9   ,                0.0   ,                        98.8   ,               5   ,        1.0310   ,               78.0   ,                 14381   ,
2023-06-06 16:33:45 ,        1995.0   ,           1975.3   ,               72.5   ,        86.4   ,              97   ,                3110   ,           5562   ,        100   ,                       24   ,                   0   ,                    4   ,              196.1   ,                 171.5   ,                4.4   ,                4.8   ,              48.5   ,                11.9   ,              0.0   ,               11.9   ,            147.2   ,               11.9   ,                0.0   ,                       103.2   ,              16   ,        1.0500   ,               76.0   ,                 14379   ,
2023-06-06 16:33:46 ,        1995.0   ,           1975.3   ,               72.7   ,        86.8   ,              98   ,                3111   ,           5563   ,        100   ,                       24   ,                   0   ,                    4   ,              196.4   ,                 171.7   ,                4.5   ,                5.0   ,              48.5   ,                11.9   ,              0.0   ,               11.9   ,            147.5   ,               11.9   ,                0.0   ,                       103.4   ,              16   ,        1.0500   ,               76.0   ,                 14377   ,
2023-06-06 16:33:47 ,        1995.0   ,           1975.3   ,               72.9   ,        86.9   ,              98   ,                3139   ,           5563   ,        100   ,                       24   ,                   0   ,                    4   ,              194.6   ,                 169.7   ,                4.7   ,                5.5   ,              48.2   ,                11.9   ,              0.0   ,               11.9   ,            146.1   ,               11.9   ,                0.0   ,                       102.4   ,              16   ,        1.0500   ,               74.0   ,                 14375   ,
2023-06-06 16:33:48 ,        1995.0   ,           1975.3   ,               73.1   ,        87.4   ,              98   ,                3149   ,           5563   ,        100   ,                       24   ,                   0   ,                    4   ,              197.7   ,                 172.9   ,                4.5   ,                5.1   ,              48.8   ,                11.9   ,              0.0   ,               11.9   ,            148.5   ,               11.9   ,                0.0   ,                       104.1   ,              16   ,        1.0500   ,               78.0   ,                 14374   ,
2023-06-06 16:33:49 ,        1995.0   ,           1975.3   ,               73.1   ,        87.4   ,              98   ,                3130   ,           5563   ,        100   ,                       25   ,                   0   ,                    4   ,              197.8   ,                 173.0   ,                4.5   ,                5.2   ,              48.8   ,                11.9   ,              0.0   ,               11.9   ,            148.6   ,               11.9   ,                0.0   ,                       104.1   ,              16   ,        1.0500   ,               76.0   ,                 14372   ,
2023-06-06 16:33:50 ,        1995.0   ,           1975.3   ,               73.3   ,        87.7   ,              98   ,                3139   ,           5563   ,        100   ,                       24   ,                   0   ,                    4   ,              198.4   ,                 173.4   ,                4.7   ,                5.4   ,              48.9   ,                11.9   ,              0.0   ,               11.9   ,            149.2   ,               11.9   ,                0.0   ,                       104.4   ,              16   ,        1.0500   ,               78.0   ,                 14367   ,
2023-06-06 16:33:51 ,        1995.0   ,           1975.3   ,               73.4   ,        87.9   ,              98   ,                3129   ,           5563   ,        100   ,                       24   ,                   0   ,                    4   ,              197.4   ,                 172.6   ,                4.5   ,                5.1   ,              48.7   ,                11.9   ,              0.0   ,               11.9   ,            148.3   ,               11.9   ,                0.0   ,                       103.9   ,              16   ,        1.0500   ,               80.0   ,                 14366   ,
